Id_employe;Id_temps;Id_motif;Id_situation;Temps_absence_heures
22;Février_Été;Raison administrative;22_situation;2
29;Février_Été;Raison diverse;29_situation;2
3;Février_Été;Raison administrative;3_situation;2
12;Février_Été;Mariage;12_situation;2
28;Février_Été;Maladie générale;28_situation;8
3;Février_Été;Raison administrative;3_situation;3
22;Février_Été;Suivi grossesse;22_situation;2
17;Février_Été;Maladie générale;17_situation;2
12;Février_Été;Soins dentaires;12_situation;3
22;Février_Été;Raison administrative;22_situation;2
3;Février_Été;Suivi grossesse;3_situation;8
14;Février_Été;Raison personnelle;14_situation;5
25;Février_Été;Raison personnelle;25_situation;3
28;Février_Été;Maladie générale;28_situation;2
3;Février_Été;Raison administrative;3_situation;2
33;Février_Été;Maladie générale;33_situation;2
28;Février_Été;Raison personnelle;28_situation;2
25;Février_Été;Raison personnelle;25_situation;2
3;Mars_Été;Raison administrative;3_situation;2
33;Mars_Été;Maladie générale;33_situation;2
9;Mars_Été;Raison personnelle;9_situation;3
33;Mars_Été;Raison personnelle;33_situation;3
9;Mars_Été;Soins dentaires;9_situation;112
3;Mars_Été;Raison administrative;3_situation;2
28;Mars_Été;Raison administrative;28_situation;2
3;Mars_Été;Raison administrative;3_situation;3
28;Mars_Été;Raison personnelle;28_situation;2
22;Mars_Été;Raison administrative;22_situation;3
25;Mars_Été;Raison personnelle;25_situation;3
10;Mars_Été;Mariage;10_situation;8
3;Mars_Été;Suivi grossesse;3_situation;8
22;Mars_Été;Raison administrative;22_situation;2
3;Mars_Été;Consultation médicale;3_situation;4
33;Mars_Été;Suivi grossesse;33_situation;2
3;Mars_Été;Raison administrative;3_situation;3
28;Mars_Été;Maladie générale;28_situation;8
3;Mars_Été;Raison administrative;3_situation;2
11;Mars_Été;Maladie générale;11_situation;8
9;Mars_Été;Raison personnelle;9_situation;2
33;Mars_Été;Maladie générale;33_situation;3
22;Mars_Été;Maladie générale;22_situation;2
3;Mars_Été;Raison administrative;3_situation;3
3;Mars_Automne;Raison administrative;3_situation;3
16;Mars_Automne;Maladie générale;16_situation;8
14;Mars_Automne;Suivi grossesse;14_situation;24
3;Mars_Automne;Raison administrative;3_situation;3
22;Mars_Automne;Suivi grossesse;22_situation;2
11;Mars_Automne;Mariage;11_situation;104
13;Mars_Automne;Examen médical;13_situation;8
28;Avril_Automne;Suivi grossesse;28_situation;8
34;Avril_Automne;Consultation médicale;34_situation;8
10;Avril_Automne;Mariage;10_situation;8
33;Avril_Automne;Mariage;33_situation;8
6;Avril_Automne;Suivi grossesse;6_situation;8
22;Avril_Automne;Raison administrative;22_situation;2
13;Avril_Automne;Maladie générale;13_situation;24
17;Avril_Automne;Maladie enfant;17_situation;2
36;Avril_Automne;Maladie générale;36_situation;3
10;Avril_Automne;Maladie générale;10_situation;2
34;Avril_Automne;Consultation médicale;34_situation;2
1;Avril_Automne;Examen médical;1_situation;8
28;Avril_Automne;Mariage;28_situation;8
25;Avril_Automne;Maladie enfant;25_situation;3
14;Avril_Automne;Raison diverse;14_situation;4
28;Avril_Automne;Mariage;28_situation;8
36;Avril_Automne;Hospitalisation;36_situation;2
1;Mai_Automne;Examen médical;1_situation;8
29;Mai_Automne;Mariage;29_situation;3
25;Mai_Automne;Raison diverse;25_situation;2
34;Mai_Automne;Accident domestique;34_situation;3
5;Mai_Automne;Raison familiale;5_situation;8
22;Mai_Automne;Suivi grossesse;22_situation;1
15;Mai_Automne;Raison diverse;15_situation;2
29;Mai_Automne;Hospitalisation;29_situation;8
26;Mai_Automne;Mariage;26_situation;64
29;Mai_Automne;Examen médical;29_situation;8
22;Mai_Automne;Raison administrative;22_situation;2
36;Mai_Automne;Maladie générale;36_situation;2
36;Mai_Automne;Maladie neurologique;36_situation;3
34;Mai_Automne;Raison diverse;34_situation;1
36;Mai_Automne;Aucune absence;36_situation;0
22;Mai_Automne;Raison administrative;22_situation;2
17;Mai_Automne;Maladie enfant;17_situation;1
14;Mai_Automne;Consultation médicale;14_situation;48
25;Mai_Automne;Consultation médicale;25_situation;8
15;Mai_Automne;Examen médical;15_situation;8
17;Mai_Automne;Consultation médicale;17_situation;8
28;Mai_Automne;Maladie psychiatrique;28_situation;3
18;Mai_Automne;Consultation médicale;18_situation;8
25;Mai_Automne;Maladie générale;25_situation;2
10;Mai_Automne;Maladie générale;10_situation;8
14;Mai_Automne;Maladie générale;14_situation;2
17;Mai_Automne;Raison personnelle;17_situation;8
14;Mai_Automne;Consultation médicale;14_situation;8
28;Mai_Automne;Examen médical;28_situation;1
16;Juin_Automne;Maladie générale;16_situation;8
22;Juin_Automne;Raison administrative;22_situation;3
34;Juin_Automne;Raison familiale;34_situation;8
34;Juin_Automne;Consultation médicale;34_situation;8
36;Juin_Automne;Mariage;36_situation;24
12;Juin_Automne;Mariage;12_situation;8
22;Juin_Automne;Raison administrative;22_situation;2
2;Juin_Automne;Aucune absence;2_situation;0
21;Juin_Automne;Aucune absence;21_situation;0
36;Juin_Automne;Mariage;36_situation;3
22;Juin_Automne;Suivi grossesse;22_situation;2
15;Juin_Automne;Raison diverse;15_situation;2
22;Juin_Printemps;Suivi grossesse;22_situation;3
34;Juin_Printemps;Raison personnelle;34_situation;3
12;Juin_Printemps;Examen médical;12_situation;8
34;Juin_Printemps;Accident domestique;34_situation;2
34;Juin_Printemps;Consultation médicale;34_situation;3
12;Juin_Printemps;Examen médical;12_situation;3
5;Juillet_Printemps;Raison familiale;5_situation;4
12;Juillet_Printemps;Mariage;12_situation;2
9;Juillet_Printemps;Maladie psychiatrique;9_situation;8
34;Juillet_Printemps;Raison diverse;34_situation;4
9;Juillet_Printemps;Maladie psychiatrique;9_situation;120
6;Juillet_Printemps;Examen médical;6_situation;16
34;Juillet_Printemps;Maladie générale;34_situation;2
10;Juillet_Printemps;Examen médical;10_situation;8
28;Juillet_Printemps;Examen médical;28_situation;8
13;Juillet_Printemps;Suivi grossesse;13_situation;80
11;Juillet_Printemps;Hospitalisation;11_situation;8
1;Juillet_Printemps;Examen médical;1_situation;4
